Season,Week,Team,Spread Value,Offensive Power Rating,Offensive Pass EPA,Offensive Rush EPA,Offensive Run Rate Over Expected (%),Offensive Eckel Rate Over Expected (%),Offensive Points/Eckel ,Offensive Starting Field Position,Offensive Weighted EPA,Offensive Success Rate (%),Defensive Power Rating,Defensive Pass EPA,Defensive Rush EPA,Defensive Run Rate Over Expected (%),Defensive Eckel Rate Over Expected (%),Defensive Points/Eckel ,Defensive Starting Field Position,Defensive Weighted EPA,Defensive Success Rate (%)
2024,3,Sam Houston State,-5.81482,25.03822,0.388402078,-0.052195775,0.01223712,-0.0538545,4.428571429,76.22222222,1.636874716,0.322580645,30.85304,-0.059242679,0.491721564,3.685706211,0.119359841,4.727272727,74.09090909,-0.434142776,0.477941176
2024,3,San Diego State,-1.16736,25.24587,0.11110015,0.210595506,0.020876912,0.007628943,3.875,70.3,0.782774368,0.35483871,26.41323,-0.180554391,0.16446989,5.162082809,0.029601385,3.888888889,69.1,-1.260337717,0.407142857
2024,3,San José State,5.45671,28.7149,0.541219896,-0.25891794,-0.064190776,0.031832851,6.5,75.45454545,3.39540493,0.3984375,23.25819,-0.177688266,0.156558102,12.14873087,-0.081297915,2.833333333,74.08333333,-1.231021233,0.361111111
2024,2,SMU,6.58969,29.8862,0.254839443,0.20110877,0.038318537,0.206867447,4.55,76.36842105,2.106987966,0.427906977,23.29651,0.04718213,-0.138308061,6.469893568,-0.045696017,4.363636364,68.22222222,-2.329795706,0.302564103
2024,2,South Alabama,3.25752,31.26016,0.398415259,0.239620776,-0.055383047,0.20440149,5.083333333,71,2.482460554,0.475524476,28.00264,0.485359635,0.120153292,-10.23750442,0.320231025,4.928571429,74.11111111,-0.438863653,0.5
2024,3,South Carolina,2.01742,24.64214,0.187189756,-0.024920417,0.12020152,0.006489772,3.75,70.33333333,1.583991887,0.333333333,22.62472,-0.285593131,0.153914948,6.583557151,-0.037199771,3.285714286,75.7,-1.939940971,0.360902256
2024,3,South Florida,1.45224,29.22717,-0.054629463,0.204510535,0.049086458,0.012599565,3.3,64.1875,1.462548039,0.364238411,27.77493,0.102976862,-0.042997357,7.71624257,-0.03816259,3.875,74.30769231,-2.112354919,0.328467153
2024,3,Southern Mississippi,-2.91116,25.77612,0.235557357,-0.017965892,-0.12254217,0.109936177,4,74.22222222,1.137734206,0.397727273,28.68728,-0.052584093,0.165231861,-2.311815557,0.11698252,3,77.16666667,-0.773868404,0.389380531
2024,1,Stanford,-3.44846,25.86084,0.322444395,0.091786722,-0.048262775,0.156297146,4.7,76.42857143,2.165066161,0.413533835,29.3093,0.333020428,-0.129492415,-9.926913194,-0.057060226,5.166666667,63,-0.894682633,0.443548387
2024,2,Syracuse,-0.27726,29.56868,0.579143191,0.051216849,-0.168795878,0.280895653,4.583333333,75.28571429,4.124851728,0.483221477,29.84594,0.229717661,0.170053626,-5.123799443,0.147553557,4.8,78,-0.472573857,0.462121212
2024,3,TCU,8.03427,32.89077,0.478544739,0.131864337,-0.073885046,0.1734636,5.166666667,65.53846154,4.323384894,0.514492754,24.8565,-0.061651211,0.048526637,5.988959956,-0.130317107,4,77.4,-2.427195065,0.286821705
2024,3,Temple,-19.0503,18.95374,0.013011538,-0.131762853,-0.041067443,-0.156665024,2.6,78.8,-1.313573153,0.317073171,38.00404,0.240024115,0.249604218,12.01933098,0.138250505,5.636363636,66.8,0.16625513,0.416
