Total_Bin,Market_Spread,True_Spread,Cover_probability,NoCover_probability,Push_probability
1,-2.0,-6.5,0.58286256,0.40081049,0.01632695
1,-2.0,-6.0,0.57311899,0.41046838,0.01641263
1,-2.0,-5.5,0.56333356,0.42017815,0.0164883
1,-2.0,-5.0,0.55351199,0.42993418,0.01655383
1,-2.0,-4.5,0.54366007,0.43973082,0.0166091
1,-2.0,-4.0,0.53378365,0.44956233,0.01665403
1,-2.0,-3.5,0.52388858,0.4594229,0.01668851
1,-2.0,-3.0,0.51398078,0.46930672,0.01671251
1,-2.0,-2.5,0.50406614,0.4792079,0.01672596
1,-2.0,-2.0,0.49415058,0.48912055,0.01672887
1,-2.0,-1.5,0.48424003,0.49903876,0.01672121
1,-2.0,-1.0,0.47434037,0.50895662,0.01670301
1,-2.0,-0.5,0.46445749,0.51886821,0.0166743
1,-2.0,0.0,0.45459723,0.52876762,0.01663515
1,-2.0,0.5,0.44476539,0.53864899,0.01658562
1,-2.0,1.0,0.43496773,0.54850647,0.0165258
1,-2.0,1.5,0.42520993,0.55833425,0.01645581
1,-2.0,2.0,0.41549763,0.56812659,0.01637578
1,-2.0,2.5,0.40583636,0.57787779,0.01628586
1,-2.0,3.0,0.39623158,0.58758222,0.0161862
1,-2.0,3.5,0.38668865,0.59723436,0.01607699
1,-2.0,4.0,0.37721284,0.60682873,0.01595843
1,-2.0,4.5,0.36780929,0.61635998,0.01583074
1,-2.0,5.0,0.35848302,0.62582284,0.01569413
1,-2.0,5.5,0.34923896,0.63521218,0.01554886
1,-2.0,6.0,0.34008185,0.64452297,0.01539518
1,-2.0,6.5,0.33101634,0.6537503,0.01523336
1,-2.0,7.0,0.3220469,0.66288942,0.01506368
1,-2.0,7.5,0.31317787,0.67193569,0.01488644
1,-2.0,8.0,0.30441341,0.68088464,0.01470195
1,-1.5,-11.5,0.69175249,0.30824751,0.0
1,-1.5,-11.0,0.6828992,0.3171008,0.0
1,-1.5,-10.5,0.67394392,0.32605608,0.0
1,-1.5,-10.0,0.66489106,0.33510894,0.0
1,-1.5,-9.5,0.65574518,0.34425482,0.0
1,-1.5,-9.0,0.64651098,0.35348902,0.0
1,-1.5,-8.5,0.63719332,0.36280668,0.0
1,-1.5,-8.0,0.62779718,0.37220282,0.0
1,-1.5,-7.5,0.61832767,0.38167233,0.0
1,-1.5,-7.0,0.60879,0.39121,0.0
1,-1.5,-6.5,0.59918951,0.40081049,0.0
1,-1.5,-6.0,0.58953162,0.41046838,0.0
1,-1.5,-5.5,0.57982185,0.42017815,0.0
1,-1.5,-5.0,0.57006582,0.42993418,0.0
1,-1.5,-4.5,0.56026918,0.43973082,0.0
1,-1.5,-4.0,0.55043767,0.44956233,0.0
1,-1.5,-3.5,0.5405771,0.4594229,0.0
1,-1.5,-3.0,0.53069328,0.46930672,0.0
1,-1.5,-2.5,0.5207921,0.4792079,0.0
1,-1.5,-2.0,0.51087945,0.48912055,0.0
1,-1.5,-1.5,0.50096124,0.49903876,0.0
1,-1.5,-1.0,0.49104338,0.50895662,0.0
1,-1.5,-0.5,0.48113179,0.51886821,0.0
1,-1.5,0.0,0.47123238,0.52876762,0.0
1,-1.5,0.5,0.46135101,0.53864899,0.0
1,-1.5,1.0,0.45149353,0.54850647,0.0
1,-1.5,1.5,0.44166575,0.55833425,0.0
1,-1.5,2.0,0.43187341,0.56812659,0.0
1,-1.5,2.5,0.42212221,0.57787779,0.0
1,-1.5,3.0,0.41241778,0.58758222,0.0
1,-1.5,3.5,0.40276564,0.59723436,0.0
1,-1.5,4.0,0.39317127,0.60682873,0.0
1,-1.5,4.5,0.38364002,0.61635998,0.0
1,-1.5,5.0,0.37417716,0.62582284,0.0
1,-1.5,5.5,0.36478782,0.63521218,0.0
1,-1.5,6.0,0.35547703,0.64452297,0.0
1,-1.5,6.5,0.3462497,0.6537503,0.0
1,-1.5,7.0,0.33711058,0.66288942,0.0
1,-1.5,7.5,0.32806431,0.67193569,0.0
1,-1.5,8.0,0.31911536,0.68088464,0.0
1,-1.5,8.5,0.31026804,0.68973196,0.0
1,-1.0,-11.0,0.6828992,0.30147595,0.01562485
1,-1.0,-10.5,0.67394392,0.31023825,0.01581783
1,-1.0,-10.0,0.66489106,0.31910598,0.01600296
1,-1.0,-9.5,0.65574518,0.3280749,0.01617992
1,-1.0,-9.0,0.64651098,0.33714061,0.01634841
1,-1.0,-8.5,0.63719332,0.34629854,0.01650813
1,-1.0,-8.0,0.62779718,0.35554401,0.01665881
1,-1.0,-7.5,0.61832767,0.36487216,0.01680017
1,-1.0,-7.0,0.60879,0.37427803,0.01693197
1,-1.0,-6.5,0.59918951,0.38375651,0.01705398
1,-1.0,-6.0,0.58953162,0.39330241,0.01716597
1,-1.0,-5.5,0.57982185,0.4029104,0.01726775
1,-1.0,-5.0,0.57006582,0.41257505,0.01735913
1,-1.0,-4.5,0.56026918,0.42229087,0.01743996
1,-1.0,-4.0,0.55043767,0.43205225,0.01751008
1,-1.0,-3.5,0.5405771,0.44185354,0.01756937
1,-1.0,-3.0,0.53069328,0.451689,0.01761772
1,-1.0,-2.5,0.5207921,0.46155285,0.01765505
1,-1.0,-2.0,0.51087945,0.47143926,0.01768129
1,-1.0,-1.5,0.50096124,0.48134237,0.01769639
1,-1.0,-1.0,0.49104338,0.49125629,0.01770033
1,-1.0,-0.5,0.48113179,0.5011751,0.0176931
1,-1.0,0.0,0.47123238,0.5110929,0.01767472
1,-1.0,0.5,0.46135101,0.52100377,0.01764522
1,-1.0,1.0,0.45149353,0.53090181,0.01760466
1,-1.0,1.5,0.44166575,0.54078114,0.01755311
1,-1.0,2.0,0.43187341,0.55063592,0.01749067
1,-1.0,2.5,0.42212221,0.56046033,0.01741746
1,-1.0,3.0,0.41241778,0.57024863,0.01733359
1,-1.0,3.5,0.40276564,0.57999511,0.01723924
1,-1.0,4.0,0.39317127,0.58969415,0.01713458
1,-1.0,4.5,0.38364002,0.5993402,0.01701978
1,-1.0,5.0,0.37417716,0.60892779,0.01689506
1,-1.0,5.5,0.36478782,0.61845154,0.01676064
1,-1.0,6.0,0.35547703,0.62790621,0.01661676
1,-1.0,6.5,0.3462497,0.63728662,0.01646368
1,-1.0,7.0,0.33711058,0.64658775,0.01630167
1,-1.0,7.5,0.32806431,0.65580468,0.01613101
1,-1.0,8.0,0.31911536,0.66493265,0.01595199
1,-1.0,8.5,0.31026804,0.67396702,0.01576494
1,-1.0,9.0,0.30152653,0.6829033,0.01557017
1,-0.5,-10.5,0.68976175,0.31023825,0.0
1,-0.5,-10.0,0.68089402,0.31910598,0.0
1,-0.5,-9.5,0.6719251,0.3280749,0.0
1,-0.5,-9.0,0.66285939,0.33714061,0.0
1,-0.5,-8.5,0.65370146,0.34629854,0.0
1,-0.5,-8.0,0.64445599,0.35554401,0.0
1,-0.5,-7.5,0.63512784,0.36487216,0.0
1,-0.5,-7.0,0.62572197,0.37427803,0.0
1,-0.5,-6.5,0.61624349,0.38375651,0.0
1,-0.5,-6.0,0.60669759,0.39330241,0.0
1,-0.5,-5.5,0.5970896,0.4029104,0.0
1,-0.5,-5.0,0.58742495,0.41257505,0.0
1,-0.5,-4.5,0.57770913,0.42229087,0.0
1,-0.5,-4.0,0.56794775,0.43205225,0.0
1,-0.5,-3.5,0.55814646,0.44185354,0.0
1,-0.5,-3.0,0.548311,0.451689,0.0
1,-0.5,-2.5,0.53844715,0.46155285,0.0
1,-0.5,-2.0,0.52856074,0.47143926,0.0
1,-0.5,-1.5,0.51865763,0.48134237,0.0
1,-0.5,-1.0,0.50874371,0.49125629,0.0
1,-0.5,-0.5,0.4988249,0.5011751,0.0
1,-0.5,0.0,0.4889071,0.5110929,0.0
1,-0.5,0.5,0.47899623,0.52100377,0.0
1,-0.5,1.0,0.46909819,0.53090181,0.0
1,-0.5,1.5,0.45921886,0.54078114,0.0
1,-0.5,2.0,0.44936408,0.55063592,0.0
1,-0.5,2.5,0.43953967,0.56046033,0.0
1,-0.5,3.0,0.42975137,0.57024863,0.0
1,-0.5,3.5,0.42000489,0.57999511,0.0
1,-0.5,4.0,0.41030585,0.58969415,0.0
1,-0.5,4.5,0.4006598,0.5993402,0.0
1,-0.5,5.0,0.39107221,0.60892779,0.0
1,-0.5,5.5,0.38154846,0.61845154,0.0
1,-0.5,6.0,0.37209379,0.62790621,0.0
1,-0.5,6.5,0.36271338,0.63728662,0.0
1,-0.5,7.0,0.35341225,0.64658775,0.0
1,-0.5,7.5,0.34419532,0.65580468,0.0
1,-0.5,8.0,0.33506735,0.66493265,0.0
1,-0.5,8.5,0.32603298,0.67396702,0.0
1,-0.5,9.0,0.3170967,0.6829033,0.0
1,-0.5,9.5,0.30826282,0.69173718,0.0
1,0.0,-10.0,0.68089402,0.30209456,0.01701142
1,0.0,-9.5,0.6719251,0.31085279,0.01722211
1,0.0,-9.0,0.66285939,0.31971631,0.0174243
1,0.0,-8.5,0.65370146,0.32868092,0.01761762
1,0.0,-8.0,0.64445599,0.33774225,0.01780176
1,0.0,-7.5,0.63512784,0.34689577,0.01797639
1,0.0,-7.0,0.62572197,0.35613683,0.01814119
1,0.0,-6.5,0.61624349,0.36546062,0.01829589
1,0.0,-6.0,0.60669759,0.3748622,0.01844021
1,0.0,-5.5,0.5970896,0.3843365,0.01857389
1,0.0,-5.0,0.58742495,0.39387836,0.01869669
1,0.0,-4.5,0.57770913,0.40348247,0.0188084
1,0.0,-4.0,0.56794775,0.41314344,0.01890881
1,0.0,-3.5,0.55814646,0.4228558,0.01899773
1,0.0,-3.0,0.548311,0.43261398,0.01907502
1,0.0,-2.5,0.53844715,0.44241232,0.01914053
1,0.0,-2.0,0.52856074,0.45224513,0.01919413
1,0.0,-1.5,0.51865763,0.46210663,0.01923574
1,0.0,-1.0,0.50874371,0.47199101,0.01926528
1,0.0,-0.5,0.4988249,0.48189242,0.01928269
1,0.0,0.0,0.4889071,0.49180496,0.01928794
1,0.0,0.5,0.47899623,0.50172275,0.01928102
1,0.0,1.0,0.46909819,0.51163986,0.01926195
1,0.0,1.5,0.45921886,0.52155039,0.01923075
1,0.0,2.0,0.44936408,0.53144842,0.01918749
1,0.0,2.5,0.43953967,0.54132808,0.01913225
1,0.0,3.0,0.42975137,0.5511835,0.01906513
1,0.0,3.5,0.42000489,0.56100888,0.01898624
1,0.0,4.0,0.41030585,0.57079842,0.01889573
1,0.0,4.5,0.4006598,0.58054643,0.01879377
1,0.0,5.0,0.39107221,0.59024725,0.01868053
1,0.0,5.5,0.38154846,0.59989531,0.01855623
1,0.0,6.0,0.37209379,0.60948512,0.01842109
1,0.0,6.5,0.36271338,0.61901128,0.01827534
1,0.0,7.0,0.35341225,0.6284685,0.01811925
1,0.0,7.5,0.34419532,0.63785159,0.01795309
1,0.0,8.0,0.33506735,0.64715549,0.01777716
1,0.0,8.5,0.32603298,0.65637525,0.01759176
1,0.0,9.0,0.3170967,0.66550608,0.01739723
1,0.0,9.5,0.30826282,0.6745433,0.01719388
1,0.0,10.0,0.29953552,0.6834824,0.01698208
1,0.5,-9.5,0.68914721,0.31085279,0.0
1,0.5,-9.0,0.68028369,0.31971631,0.0
1,0.5,-8.5,0.67131908,0.32868092,0.0
1,0.5,-8.0,0.66225775,0.33774225,0.0
1,0.5,-7.5,0.65310423,0.34689577,0.0
1,0.5,-7.0,0.64386317,0.35613683,0.0
1,0.5,-6.5,0.63453938,0.36546062,0.0
1,0.5,-6.0,0.6251378,0.3748622,0.0
1,0.5,-5.5,0.6156635,0.3843365,0.0
1,0.5,-5.0,0.60612164,0.39387836,0.0
1,0.5,-4.5,0.59651753,0.40348247,0.0
1,0.5,-4.0,0.58685656,0.41314344,0.0
1,0.5,-3.5,0.5771442,0.4228558,0.0
1,0.5,-3.0,0.56738602,0.43261398,0.0
1,0.5,-2.5,0.55758768,0.44241232,0.0
1,0.5,-2.0,0.54775487,0.45224513,0.0
1,0.5,-1.5,0.53789337,0.46210663,0.0
1,0.5,-1.0,0.52800899,0.47199101,0.0
1,0.5,-0.5,0.51810758,0.48189242,0.0
1,0.5,0.0,0.50819504,0.49180496,0.0
1,0.5,0.5,0.49827725,0.50172275,0.0
1,0.5,1.0,0.48836014,0.51163986,0.0
1,0.5,1.5,0.47844961,0.52155039,0.0
1,0.5,2.0,0.46855158,0.53144842,0.0
1,0.5,2.5,0.45867192,0.54132808,0.0
1,0.5,3.0,0.4488165,0.5511835,0.0
1,0.5,3.5,0.43899112,0.56100888,0.0
1,0.5,4.0,0.42920158,0.57079842,0.0
1,0.5,4.5,0.41945357,0.58054643,0.0
1,0.5,5.0,0.40975275,0.59024725,0.0
1,0.5,5.5,0.40010469,0.59989531,0.0
1,0.5,6.0,0.39051488,0.60948512,0.0
1,0.5,6.5,0.38098872,0.61901128,0.0
1,0.5,7.0,0.3715315,0.6284685,0.0
1,0.5,7.5,0.36214841,0.63785159,0.0
1,0.5,8.0,0.35284451,0.64715549,0.0
1,0.5,8.5,0.34362475,0.65637525,0.0
1,0.5,9.0,0.33449392,0.66550608,0.0
1,0.5,9.5,0.3254567,0.6745433,0.0
1,0.5,10.0,0.3165176,0.6834824,0.0
1,0.5,10.5,0.30768099,0.69231901,0.0
1,1.0,-9.0,0.68028369,0.30591424,0.01380207
1,1.0,-8.5,0.67131908,0.31470739,0.01397353
1,1.0,-8.0,0.66225775,0.32360414,0.01413811
1,1.0,-7.5,0.65310423,0.33260024,0.01429553
1,1.0,-7.0,0.64386317,0.3416913,0.01444553
1,1.0,-6.5,0.63453938,0.35087279,0.01458783
1,1.0,-6.0,0.6251378,0.36014,0.0147222
1,1.0,-5.5,0.6156635,0.36948811,0.01484839
1,1.0,-5.0,0.60612164,0.37891218,0.01496618
1,1.0,-4.5,0.59651753,0.38840711,0.01507536
1,1.0,-4.0,0.58685656,0.39796772,0.01517573
1,1.0,-3.5,0.5771442,0.40758869,0.01526711
1,1.0,-3.0,0.56738602,0.41726464,0.01534934
1,1.0,-2.5,0.55758768,0.42699006,0.01542227
1,1.0,-2.0,0.54775487,0.43675937,0.01548576
1,1.0,-1.5,0.53789337,0.44656693,0.0155397
1,1.0,-1.0,0.52800899,0.45640703,0.01558399
1,1.0,-0.5,0.51810758,0.46627388,0.01561854
1,1.0,0.0,0.50819504,0.47616166,0.0156433
1,1.0,0.5,0.49827725,0.48606454,0.01565821
1,1.0,1.0,0.48836014,0.49597661,0.01566325
1,1.0,1.5,0.47844961,0.50589198,0.01565841
1,1.0,2.0,0.46855158,0.51580473,0.0156437
1,1.0,2.5,0.45867192,0.52570895,0.01561913
1,1.0,3.0,0.4488165,0.53559875,0.01558476
1,1.0,3.5,0.43899112,0.54546824,0.01554064
1,1.0,4.0,0.42920158,0.55531157,0.01548686
1,1.0,4.5,0.41945357,0.56512293,0.0154235
1,1.0,5.0,0.40975275,0.57489656,0.0153507
1,1.0,5.5,0.40010469,0.58462674,0.01526857
1,1.0,6.0,0.39051488,0.59430786,0.01517726
1,1.0,6.5,0.38098872,0.60393434,0.01507694
1,1.0,7.0,0.3715315,0.61350071,0.01496779
1,1.0,7.5,0.36214841,0.62300159,0.01485
1,1.0,8.0,0.35284451,0.63243172,0.01472377
1,1.0,8.5,0.34362475,0.64178591,0.01458934
1,1.0,9.0,0.33449392,0.65105913,0.01444694
1,1.0,9.5,0.3254567,0.66024647,0.01429682
1,1.0,10.0,0.3165176,0.66934315,0.01413925
1,1.0,10.5,0.30768099,0.67834453,0.01397448
1,1.0,11.0,0.29895107,0.68724612,0.01380281
1,1.5,-8.5,0.68529261,0.31470739,0.0
1,1.5,-8.0,0.67639586,0.32360414,0.0
1,1.5,-7.5,0.66739976,0.33260024,0.0
1,1.5,-7.0,0.6583087,0.3416913,0.0
1,1.5,-6.5,0.64912721,0.35087279,0.0
1,1.5,-6.0,0.63986,0.36014,0.0
1,1.5,-5.5,0.63051189,0.36948811,0.0
1,1.5,-5.0,0.62108782,0.37891218,0.0
1,1.5,-4.5,0.61159289,0.38840711,0.0
1,1.5,-4.0,0.60203228,0.39796772,0.0
1,1.5,-3.5,0.59241131,0.40758869,0.0
1,1.5,-3.0,0.58273536,0.41726464,0.0
1,1.5,-2.5,0.57300994,0.42699006,0.0
1,1.5,-2.0,0.56324063,0.43675937,0.0
1,1.5,-1.5,0.55343307,0.44656693,0.0
1,1.5,-1.0,0.54359297,0.45640703,0.0
1,1.5,-0.5,0.53372612,0.46627388,0.0
1,1.5,0.0,0.52383834,0.47616166,0.0
1,1.5,0.5,0.51393546,0.48606454,0.0
1,1.5,1.0,0.50402339,0.49597661,0.0
1,1.5,1.5,0.49410802,0.50589198,0.0
1,1.5,2.0,0.48419527,0.51580473,0.0
1,1.5,2.5,0.47429105,0.52570895,0.0
1,1.5,3.0,0.46440125,0.53559875,0.0
1,1.5,3.5,0.45453176,0.54546824,0.0
1,1.5,4.0,0.44468843,0.55531157,0.0
1,1.5,4.5,0.43487707,0.56512293,0.0
1,1.5,5.0,0.42510344,0.57489656,0.0
1,1.5,5.5,0.41537326,0.58462674,0.0
1,1.5,6.0,0.40569214,0.59430786,0.0
1,1.5,6.5,0.39606566,0.60393434,0.0
1,1.5,7.0,0.38649929,0.61350071,0.0
1,1.5,7.5,0.37699841,0.62300159,0.0
1,1.5,8.0,0.36756828,0.63243172,0.0
1,1.5,8.5,0.35821409,0.64178591,0.0
1,1.5,9.0,0.34894087,0.65105913,0.0
1,1.5,9.5,0.33975353,0.66024647,0.0
1,1.5,10.0,0.33065685,0.66934315,0.0
1,1.5,10.5,0.32165547,0.67834453,0.0
1,1.5,11.0,0.31275388,0.68724612,0.0
1,1.5,11.5,0.3039564,0.6960436,0.0
1,2.0,-8.0,0.67639586,0.30761602,0.01598812
1,2.0,-7.5,0.66739976,0.31641287,0.01618737
1,2.0,-7.0,0.6583087,0.32531262,0.01637868
1,2.0,-6.5,0.64912721,0.33431104,0.01656174
1,2.0,-6.0,0.63986,0.34340377,0.01673623
1,2.0,-5.5,0.63051189,0.35258628,0.01690183
1,2.0,-5.0,0.62108782,0.36185391,0.01705827
1,2.0,-4.5,0.61159289,0.37120185,0.01720526
1,2.0,-4.0,0.60203228,0.38062517,0.01734255
1,2.0,-3.5,0.59241131,0.39011882,0.01746988
1,2.0,-3.0,0.58273536,0.39967761,0.01758702
1,2.0,-2.5,0.57300994,0.40929628,0.01769378
1,2.0,-2.0,0.56324063,0.41896944,0.01778994
1,2.0,-1.5,0.55343307,0.4286916,0.01787533
1,2.0,-1.0,0.54359297,0.43845722,0.01794981
1,2.0,-0.5,0.53372612,0.44826066,0.01801322
1,2.0,0.0,0.52383834,0.45809621,0.01806545
1,2.0,0.5,0.51393546,0.46795813,0.01810641
1,2.0,1.0,0.50402339,0.4778406,0.01813601
1,2.0,1.5,0.49410802,0.48773778,0.0181542
1,2.0,2.0,0.48419527,0.49764378,0.01816094
1,2.0,2.5,0.47429105,0.50755273,0.01815622
1,2.0,3.0,0.46440125,0.5174587,0.01814004
1,2.0,3.5,0.45453176,0.5273558,0.01811243
1,2.0,4.0,0.44468843,0.53723813,0.01807344
1,2.0,4.5,0.43487707,0.54709979,0.01802313
1,2.0,5.0,0.42510344,0.55693496,0.0179616
1,2.0,5.5,0.41537326,0.56673779,0.01788895
1,2.0,6.0,0.40569214,0.57650255,0.01780531
1,2.0,6.5,0.39606566,0.5862235,0.01771084
1,2.0,7.0,0.38649929,0.59589502,0.01760569
1,2.0,7.5,0.37699841,0.60551153,0.01749006
1,2.0,8.0,0.36756828,0.61506755,0.01736416
1,2.0,8.5,0.35821409,0.6245577,0.01722821
1,2.0,9.0,0.34894087,0.63397669,0.01708244
1,2.0,9.5,0.33975353,0.64331935,0.01692713
1,2.0,10.0,0.33065685,0.65258062,0.01676253
1,2.0,10.5,0.32165547,0.66175559,0.01658894
1,2.0,11.0,0.31275388,0.67083946,0.01640666
1,2.0,11.5,0.3039564,0.6798276,0.01621601
1,2.0,12.0,0.29526719,0.6887155,0.01601731
1,2.5,-7.5,0.68358713,0.31641287,0.0
1,2.5,-7.0,0.67468738,0.32531262,0.0
1,2.5,-6.5,0.66568896,0.33431104,0.0
1,2.5,-6.0,0.65659623,0.34340377,0.0
1,2.5,-5.5,0.64741372,0.35258628,0.0
1,2.5,-5.0,0.63814609,0.36185391,0.0
1,2.5,-4.5,0.62879815,0.37120185,0.0
1,2.5,-4.0,0.61937483,0.38062517,0.0
1,2.5,-3.5,0.60988118,0.39011882,0.0
1,2.5,-3.0,0.60032239,0.39967761,0.0
1,2.5,-2.5,0.59070372,0.40929628,0.0
1,2.5,-2.0,0.58103056,0.41896944,0.0
1,2.5,-1.5,0.5713084,0.4286916,0.0
1,2.5,-1.0,0.56154278,0.43845722,0.0
1,2.5,-0.5,0.55173934,0.44826066,0.0
1,2.5,0.0,0.54190379,0.45809621,0.0
1,2.5,0.5,0.53204187,0.46795813,0.0
1,2.5,1.0,0.5221594,0.4778406,0.0
1,2.5,1.5,0.51226222,0.48773778,0.0
1,2.5,2.0,0.50235622,0.49764378,0.0
1,2.5,2.5,0.49244727,0.50755273,0.0
1,2.5,3.0,0.4825413,0.5174587,0.0
1,2.5,3.5,0.4726442,0.5273558,0.0
1,2.5,4.0,0.46276187,0.53723813,0.0
1,2.5,4.5,0.45290021,0.54709979,0.0
1,2.5,5.0,0.44306504,0.55693496,0.0
1,2.5,5.5,0.43326221,0.56673779,0.0
1,2.5,6.0,0.42349745,0.57650255,0.0
1,2.5,6.5,0.4137765,0.5862235,0.0
1,2.5,7.0,0.40410498,0.59589502,0.0
1,2.5,7.5,0.39448847,0.60551153,0.0
1,2.5,8.0,0.38493245,0.61506755,0.0
1,2.5,8.5,0.3754423,0.6245577,0.0
1,2.5,9.0,0.36602331,0.63397669,0.0
1,2.5,9.5,0.35668065,0.64331935,0.0
1,2.5,10.0,0.34741938,0.65258062,0.0
1,2.5,10.5,0.33824441,0.66175559,0.0
1,2.5,11.0,0.32916054,0.67083946,0.0
1,2.5,11.5,0.3201724,0.6798276,0.0
1,2.5,12.0,0.3112845,0.6887155,0.0
1,2.5,12.5,0.30250116,0.69749884,0.0
1,3.0,-7.0,0.67468738,0.28715957,0.03815305
1,3.0,-6.5,0.66568896,0.29568093,0.03863011
1,3.0,-6.0,0.65659623,0.30431543,0.03908834
1,3.0,-5.5,0.64741372,0.31305935,0.03952693
1,3.0,-5.0,0.63814609,0.32190877,0.03994514
1,3.0,-4.5,0.62879815,0.33085962,0.04034223
1,3.0,-4.0,0.61937483,0.33990767,0.0407175
1,3.0,-3.5,0.60988118,0.34904854,0.04107028
1,3.0,-3.0,0.60032239,0.35827767,0.04139995
1,3.0,-2.5,0.59070372,0.36759037,0.04170591
1,3.0,-2.0,0.58103056,0.37698183,0.04198761
1,3.0,-1.5,0.5713084,0.38644707,0.04224453
1,3.0,-1.0,0.56154278,0.39598101,0.04247621
1,3.0,-0.5,0.55173934,0.40557844,0.04268221
1,3.0,0.0,0.54190379,0.41523405,0.04286216
1,3.0,0.5,0.53204187,0.42494241,0.04301572
1,3.0,1.0,0.5221594,0.434698,0.0431426
1,3.0,1.5,0.51226222,0.44449522,0.04324255
1,3.0,2.0,0.50235622,0.45432839,0.04331539
1,3.0,2.5,0.49244727,0.46419176,0.04336097
1,3.0,3.0,0.4825413,0.47407951,0.04337919
1,3.0,3.5,0.4726442,0.48398579,0.04337002
1,3.0,4.0,0.46276187,0.49390468,0.04333345
1,3.0,4.5,0.45290021,0.50383025,0.04326955
1,3.0,5.0,0.44306504,0.51375654,0.04317842
1,3.0,5.5,0.43326221,0.52367758,0.04306021
1,3.0,6.0,0.42349745,0.53358741,0.04291514
1,3.0,6.5,0.4137765,0.54348004,0.04274346
1,3.0,7.0,0.40410498,0.55334955,0.04254547
1,3.0,7.5,0.39448847,0.56319001,0.04232152
1,3.0,8.0,0.38493245,0.57299553,0.04207202
1,3.0,8.5,0.3754423,0.5827603,0.0417974
1,3.0,9.0,0.36602331,0.59247853,0.04149816
1,3.0,9.5,0.35668065,0.60214453,0.04117481
1,3.0,10.0,0.34741938,0.61175267,0.04082795
1,3.0,10.5,0.33824441,0.62129742,0.04045817
1,3.0,11.0,0.32916054,0.63077332,0.04006614
1,3.0,11.5,0.3201724,0.64017507,0.03965253
1,3.0,12.0,0.3112845,0.64949743,0.03921807
1,3.0,12.5,0.30250116,0.65873533,0.03876351
1,3.0,13.0,0.29382655,0.66788381,0.03828964
1,3.5,-6.5,0.70431907,0.29568093,0.0
1,3.5,-6.0,0.69568457,0.30431543,0.0
1,3.5,-5.5,0.68694065,0.31305935,0.0
1,3.5,-5.0,0.67809123,0.32190877,0.0
1,3.5,-4.5,0.66914038,0.33085962,0.0
1,3.5,-4.0,0.66009233,0.33990767,0.0
1,3.5,-3.5,0.65095146,0.34904854,0.0
1,3.5,-3.0,0.64172233,0.35827767,0.0
1,3.5,-2.5,0.63240963,0.36759037,0.0
1,3.5,-2.0,0.62301817,0.37698183,0.0
1,3.5,-1.5,0.61355293,0.38644707,0.0
1,3.5,-1.0,0.60401899,0.39598101,0.0
1,3.5,-0.5,0.59442156,0.40557844,0.0
1,3.5,0.0,0.58476595,0.41523405,0.0
1,3.5,0.5,0.57505759,0.42494241,0.0
1,3.5,1.0,0.565302,0.434698,0.0
1,3.5,1.5,0.55550478,0.44449522,0.0
1,3.5,2.0,0.54567161,0.45432839,0.0
1,3.5,2.5,0.53580824,0.46419176,0.0
1,3.5,3.0,0.52592049,0.47407951,0.0
1,3.5,3.5,0.51601421,0.48398579,0.0
1,3.5,4.0,0.50609532,0.49390468,0.0
1,3.5,4.5,0.49616975,0.50383025,0.0
1,3.5,5.0,0.48624346,0.51375654,0.0
1,3.5,5.5,0.47632242,0.52367758,0.0
1,3.5,6.0,0.46641259,0.53358741,0.0
1,3.5,6.5,0.45651996,0.54348004,0.0
1,3.5,7.0,0.44665045,0.55334955,0.0
1,3.5,7.5,0.43680999,0.56319001,0.0
1,3.5,8.0,0.42700447,0.57299553,0.0
1,3.5,8.5,0.4172397,0.5827603,0.0
1,3.5,9.0,0.40752147,0.59247853,0.0
1,3.5,9.5,0.39785547,0.60214453,0.0
1,3.5,10.0,0.38824733,0.61175267,0.0
1,3.5,10.5,0.37870258,0.62129742,0.0
1,3.5,11.0,0.36922668,0.63077332,0.0
1,3.5,11.5,0.35982493,0.64017507,0.0
1,3.5,12.0,0.35050257,0.64949743,0.0
1,3.5,12.5,0.34126467,0.65873533,0.0
1,3.5,13.0,0.33211619,0.66788381,0.0
1,3.5,13.5,0.32306195,0.67693805,0.0
1,4.0,-6.0,0.69568457,0.28604698,0.01826845
1,4.0,-5.5,0.68694065,0.29456166,0.01849768
1,4.0,-5.0,0.67809123,0.30319083,0.01871793
1,4.0,-4.5,0.66914038,0.3119308,0.01892881
1,4.0,-4.0,0.66009233,0.3207777,0.01912997
1,4.0,-3.5,0.65095146,0.3297275,0.01932104
1,4.0,-3.0,0.64172233,0.33877597,0.01950169
1,4.0,-2.5,0.63240963,0.34791877,0.0196716
1,4.0,-2.0,0.62301817,0.35715136,0.01983046
1,4.0,-1.5,0.61355293,0.36646908,0.01997799
1,4.0,-1.0,0.60401899,0.37586709,0.02011392
1,4.0,-0.5,0.59442156,0.38534044,0.020238
1,4.0,0.0,0.58476595,0.39488405,0.02035
1,4.0,0.5,0.57505759,0.4044927,0.02044971
1,4.0,1.0,0.565302,0.41416105,0.02053695
1,4.0,1.5,0.55550478,0.42388368,0.02061154
1,4.0,2.0,0.54567161,0.43365503,0.02067336
1,4.0,2.5,0.53580824,0.44346949,0.02072228
1,4.0,3.0,0.52592049,0.45332132,0.02075819
1,4.0,3.5,0.51601421,0.46320474,0.02078104
1,4.0,4.0,0.50609532,0.4731139,0.02079077
1,4.0,4.5,0.49616975,0.48304289,0.02078736
